sequence,filename,filter,cutoff,order,psnr,ssim,time_ms
GOPR0372_07_00,000047.png,butterworth_lpf,30.0,2,20.45696636482382,0.6131523144586343,614.9390999999014
GOPR0372_07_00,000048.png,butterworth_lpf,30.0,2,20.34147173182667,0.6136184070268391,559.8581000012928
GOPR0372_07_00,000049.png,butterworth_lpf,30.0,2,20.23981320443592,0.6141205511008845,594.0971999989415
GOPR0372_07_00,000050.png,butterworth_lpf,30.0,2,20.618782465018093,0.6250912339276967,605.6782999985444
GOPR0372_07_00,000051.png,butterworth_lpf,30.0,2,20.39735457011364,0.6117407572144115,588.1673999974737
GOPR0372_07_00,000052.png,butterworth_lpf,30.0,2,20.239832021371672,0.6070335055761983,589.4549999975425
GOPR0372_07_00,000053.png,butterworth_lpf,30.0,2,20.309669636372888,0.6085152337691135,573.4580999996979
GOPR0372_07_00,000054.png,butterworth_lpf,30.0,2,20.01033524752164,0.5973911239676656,590.080100002524
GOPR0372_07_00,000055.png,butterworth_lpf,30.0,2,20.60871893692635,0.6225408430593441,544.9063000014576
GOPR0372_07_00,000056.png,butterworth_lpf,30.0,2,20.687825114091805,0.6239659892771403,575.2922000028775
GOPR0372_07_00,000057.png,butterworth_lpf,30.0,2,20.602088661227977,0.6208802082262865,548.0260000003909
GOPR0372_07_00,000058.png,butterworth_lpf,30.0,2,20.302381256313655,0.6056877727706157,586.8279999995138
GOPR0372_07_00,000059.png,butterworth_lpf,30.0,2,20.656805710239187,0.6241783422582654,577.9383000008238
GOPR0372_07_00,000060.png,butterworth_lpf,30.0,2,20.822361058410763,0.6314130968336734,559.2956000000413
GOPR0372_07_00,000061.png,butterworth_lpf,30.0,2,20.89202245226307,0.6348440200944231,586.7018999997526
GOPR0372_07_00,000062.png,butterworth_lpf,30.0,2,20.122806731309794,0.6037224216779785,610.4798999986087
GOPR0372_07_00,000063.png,butterworth_lpf,30.0,2,20.587653671966475,0.6209649494016559,599.3346000032034
GOPR0372_07_00,000064.png,butterworth_lpf,30.0,2,20.49028601378524,0.6174924205372799,639.149599999655
GOPR0372_07_00,000065.png,butterworth_lpf,30.0,2,20.109352114132445,0.6110080572816265,609.9455000003218
GOPR0372_07_00,000066.png,butterworth_lpf,30.0,2,19.78213756974531,0.6017753259569262,579.4939000006707
GOPR0372_07_00,000067.png,butterworth_lpf,30.0,2,19.950317757395467,0.6066196790100052,622.4607000003743
GOPR0372_07_00,000068.png,butterworth_lpf,30.0,2,20.320442323532617,0.6153509666230398,592.429299998912
GOPR0372_07_00,000069.png,butterworth_lpf,30.0,2,19.989812960774323,0.6035871177472247,626.1187999989488
GOPR0372_07_00,000070.png,butterworth_lpf,30.0,2,19.145887701029476,0.5886993955089032,621.0283000000345
GOPR0372_07_00,000071.png,butterworth_lpf,30.0,2,20.620779540640992,0.6350570610640122,639.4317999984196
GOPR0372_07_00,000072.png,butterworth_lpf,30.0,2,20.528643196620905,0.6243739787163839,586.7123999996693
GOPR0372_07_00,000073.png,butterworth_lpf,30.0,2,20.783940113019902,0.6306828379185545,585.6514000006428
GOPR0372_07_00,000074.png,butterworth_lpf,30.0,2,20.852878084320928,0.6343202687932227,639.3405000017083
GOPR0372_07_00,000075.png,butterworth_lpf,30.0,2,20.578970700793228,0.6250923710934351,587.3109000021941
GOPR0372_07_00,000076.png,butterworth_lpf,30.0,2,20.414043257252672,0.6219339605766881,599.9960000008286
GOPR0372_07_00,000077.png,butterworth_lpf,30.0,2,20.65641522031436,0.6286578129092951,599.2655000009108
GOPR0372_07_00,000078.png,butterworth_lpf,30.0,2,20.69656982225213,0.6321420855604153,611.3786999994772
GOPR0372_07_00,000079.png,butterworth_lpf,30.0,2,20.459369308579014,0.6259034670201601,629.5285999985936
GOPR0372_07_00,000080.png,butterworth_lpf,30.0,2,20.592129427994614,0.632436170580712,624.2130000027828
GOPR0372_07_00,000081.png,butterworth_lpf,30.0,2,19.899260703055855,0.6110184212385453,616.3436999995611
GOPR0372_07_00,000082.png,butterworth_lpf,30.0,2,20.24809276741856,0.6291659415887856,625.6195999994816
GOPR0372_07_00,000083.png,butterworth_lpf,30.0,2,20.83615837253849,0.6482873960013347,606.0082000003604
GOPR0372_07_00,000084.png,butterworth_lpf,30.0,2,20.6489160848982,0.6340857276198987,628.4169999998994
GOPR0372_07_00,000085.png,butterworth_lpf,30.0,2,20.818921504640322,0.6455942736681036,596.6129000007641
GOPR0372_07_00,000086.png,butterworth_lpf,30.0,2,20.056958842439876,0.6224463307550422,622.8014000007533
GOPR0372_07_00,000087.png,butterworth_lpf,30.0,2,20.342466502652954,0.6438411840695487,644.2878999987443
GOPR0372_07_00,000088.png,butterworth_lpf,30.0,2,21.089876821495046,0.6670447830399557,580.1284999979543
GOPR0372_07_00,000089.png,butterworth_lpf,30.0,2,20.69424568150435,0.6485155061118154,585.3774000024714
GOPR0372_07_00,000090.png,butterworth_lpf,30.0,2,20.95861742099256,0.6600779205273085,580.7085999986157
GOPR0372_07_00,000091.png,butterworth_lpf,30.0,2,21.03074793767691,0.6696718024546401,568.3629999984987
GOPR0372_07_00,000092.png,butterworth_lpf,30.0,2,20.92783066301884,0.6651576216288485,615.0445999992371
GOPR0372_07_00,000093.png,butterworth_lpf,30.0,2,19.537949272381958,0.6352942757203909,594.6645999974862
GOPR0372_07_00,000094.png,butterworth_lpf,30.0,2,19.633332720911746,0.6626768856709068,611.6547999990871
