sequence,filename,filter,cutoff,order,psnr,ssim,time_ms
GOPR0372_07_00,000047.png,ideal_hpf,30.0,2,5.217906895606454,0.06309755090630144,544.122300001618
GOPR0372_07_00,000048.png,ideal_hpf,30.0,2,5.237724220595603,0.060276891992696945,576.5711000021838
GOPR0372_07_00,000049.png,ideal_hpf,30.0,2,5.156832200014117,0.061678508141558,630.2916000022378
GOPR0372_07_00,000050.png,ideal_hpf,30.0,2,5.139856115074575,0.06916065712653702,613.1892000012158
GOPR0372_07_00,000051.png,ideal_hpf,30.0,2,5.2280284086947395,0.06588380264556078,606.4808999981324
GOPR0372_07_00,000052.png,ideal_hpf,30.0,2,5.512294016796009,0.07041111092775366,598.2125000009546
GOPR0372_07_00,000053.png,ideal_hpf,30.0,2,5.732145513088804,0.07430619192950823,598.3682999976736
GOPR0372_07_00,000054.png,ideal_hpf,30.0,2,5.942047224300836,0.061616683482987405,592.207599998801
GOPR0372_07_00,000055.png,ideal_hpf,30.0,2,6.317586740814138,0.08696145910121263,567.2221999993781
GOPR0372_07_00,000056.png,ideal_hpf,30.0,2,6.346146475680038,0.07905940891822323,639.9746999995841
GOPR0372_07_00,000057.png,ideal_hpf,30.0,2,6.392880150440315,0.08318842509383717,601.807999999437
GOPR0372_07_00,000058.png,ideal_hpf,30.0,2,6.4960698721465615,0.062442654179426814,588.944499999343
GOPR0372_07_00,000059.png,ideal_hpf,30.0,2,6.729639035659263,0.07984732817592695,590.3713999978208
GOPR0372_07_00,000060.png,ideal_hpf,30.0,2,6.821908125087638,0.08012705139751335,611.7064999998547
GOPR0372_07_00,000061.png,ideal_hpf,30.0,2,6.80216728783011,0.08799774299149599,576.4641000023403
GOPR0372_07_00,000062.png,ideal_hpf,30.0,2,6.695268016922822,0.0557398188914957,563.3243999982369
GOPR0372_07_00,000063.png,ideal_hpf,30.0,2,6.81249719491332,0.06522189624265341,618.5955000000831
GOPR0372_07_00,000064.png,ideal_hpf,30.0,2,6.684110967837737,0.06373507162469615,627.6754999998957
GOPR0372_07_00,000065.png,ideal_hpf,30.0,2,6.230363055633915,0.05328459173444985,579.7549999988405
GOPR0372_07_00,000066.png,ideal_hpf,30.0,2,5.842402364878422,0.040333231088302036,620.1929999988351
GOPR0372_07_00,000067.png,ideal_hpf,30.0,2,5.632730464557688,0.04999298449876636,598.5484999982873
GOPR0372_07_00,000068.png,ideal_hpf,30.0,2,5.357870319751524,0.04795528165730845,617.4551000003703
GOPR0372_07_00,000069.png,ideal_hpf,30.0,2,5.295440013499367,0.04579908467562164,618.1359000001976
GOPR0372_07_00,000070.png,ideal_hpf,30.0,2,5.712972989846024,0.03868009595505634,618.3696999978565
GOPR0372_07_00,000071.png,ideal_hpf,30.0,2,6.3967147323822875,0.08248520037062541,641.2387000018498
GOPR0372_07_00,000072.png,ideal_hpf,30.0,2,6.1436996560261825,0.05358457327335899,611.5351999978884
GOPR0372_07_00,000073.png,ideal_hpf,30.0,2,6.154850381374554,0.07717640904182858,661.0962000013387
GOPR0372_07_00,000074.png,ideal_hpf,30.0,2,6.279049997850386,0.09780109577051314,622.5952000022517
GOPR0372_07_00,000075.png,ideal_hpf,30.0,2,6.0336725209008115,0.06591708119290347,582.5425000002724
GOPR0372_07_00,000076.png,ideal_hpf,30.0,2,5.7748843557468374,0.0485039091475307,613.6116000016045
GOPR0372_07_00,000077.png,ideal_hpf,30.0,2,5.7904623275566305,0.07436505358216873,606.0026999984984
GOPR0372_07_00,000078.png,ideal_hpf,30.0,2,5.912291849206579,0.07875526611379513,604.3759999993199
GOPR0372_07_00,000079.png,ideal_hpf,30.0,2,5.799413127719639,0.06894235357351385,561.7820000006759
GOPR0372_07_00,000080.png,ideal_hpf,30.0,2,5.72231058790304,0.07198013502479887,602.790199998708
GOPR0372_07_00,000081.png,ideal_hpf,30.0,2,5.693679840531727,0.036189574036505905,627.3225000004459
GOPR0372_07_00,000082.png,ideal_hpf,30.0,2,6.080790986991715,0.044648075928831736,611.9772000020021
GOPR0372_07_00,000083.png,ideal_hpf,30.0,2,6.402915303632035,0.06770711633262039,604.249100000743
GOPR0372_07_00,000084.png,ideal_hpf,30.0,2,6.567632413520171,0.09257470133910776,598.0567999977211
GOPR0372_07_00,000085.png,ideal_hpf,30.0,2,6.38796975020599,0.07265195802480971,632.5295999995433
