sequence,filename,blend,confidence,psnr,ssim,time_ms
GOPR0372_07_00,000145.png,0.9,1.0,22.434804183495615,0.7503118362521576,678.8063999993028
GOPR0372_07_00,000146.png,0.9,1.0,22.69230135472213,0.7406817210412396,693.1765999997879
GOPR0372_07_01,000601.png,0.9,1.0,26.20859919462234,0.8516552467604105,722.580999999991
GOPR0372_07_01,000602.png,0.9,1.0,26.7943518478403,0.8648388585940587,731.1269999991055
GOPR0372_07_01,000603.png,0.9,1.0,25.757417022106686,0.8354724048727545,685.4014999989886
GOPR0372_07_01,000604.png,0.9,1.0,25.144332792492445,0.8190654206574117,686.7640000000392
GOPR0372_07_01,000605.png,0.9,1.0,27.8123309541639,0.9009329822091466,684.5626000012999
GOPR0372_07_01,000606.png,0.9,1.0,28.119699701182746,0.9078228052780459,671.3264999998501
GOPR0372_07_01,000607.png,0.9,1.0,25.441804344856102,0.8318731094627602,679.8729999991338
GOPR0372_07_01,000608.png,0.9,1.0,24.79306864698654,0.8175956491667752,678.7813999999344
